Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2176.002245,1968.564738,2027.777979,2229.858696,..
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,5129.15896,5430.87421,6088.972445,6022.216179,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,22246.74308,28305.22259,23258.67586,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,70459.1825,75496.75406,81734.46557,75419.63487,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,14618.73313,15130.52074,16521.18228,15343.062,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1368.454326,1464.993305,1482.305667,1284.702041,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,16646.84908,16066.19497,15660.6746,14901.98353,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,14343.96363,15150.34561,15592.57368,15731.01603,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2509.631457,2695.251883,2801.373997,2829.170309,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5319.410218,5680.580768,5805.675616,5414.799138,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6204.99726,6710.508029,6941.235848,6977.695784,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3073.653615,3123.234229,3252.092324,3485.084218,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,12447.43959,13864.68176,15468.48222,15692.50703,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,19978.40121,21490.42986,23562.55452,23252.05852,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,30627.1634,31108.75275,31621.89347,32873.71927,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,57163.07568,59124.93237,65908.0669,62088.06183,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,9548.587403,10807.79539,12399.88934,12919.52964,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,8704.898413,10720.33259,11370.81346,11584.99538,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,745.3427516,772.3184718,783.2871842,820.0252417,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4109.165135,4259.765001,4188.528346,4324.014018,..
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,43826.92431,45399.02906,48995.142,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1700.046541,1813.783235,1953.58829,1946.643614,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,19879.29753,20803.74592,23338.96346,23139.79866,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1269.902108,1361.699588,1465.591006,1446.830965,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,5765.200762,6292.543629,7252.401858,7411.836116,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,15068.62035,15906.08391,16390.82491,17448.27029,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,501.4157129,499.3807078,533.9911843,527.5336344,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,56828.29535,60913.74533,66188.7794,65233.28244,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,31616.6817,29369.05683,29160.10381,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,16508.67036,17556.60082,19406.34753,19266.2755,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,21663.64341,23512.81727,26115.91337,25946.18219,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2225.490435,2332.814874,2441.517393,2373.63247,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,5272.918425,6132.479841,6374.028196,6001.400814,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,26505.34322,28170.16786,30389.36099,29600.37825,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3886.291502,4077.043721,4080.567125,3853.083693,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,18810.48765,19158.7448,19276.52127,19934.97453,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,10361.8141,11047.44499,11357.88901,11611.41545,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,7075.06582,7212.960181,7361.400962,7457.509504,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1299.261195,1111.868449,623.8672524,441.5056034,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,5539.1179,5637.514946,6015.164607,6359.833614,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,51965.15715,53791.50873,54589.06039,51615.02065,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,80172.23209,80449.99451,82818.10816,81993.72713,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,802.5180041,806.0415731,826.6215305,870.7875893,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,966.4746224,1004.841121,1060.994615,1122.12181,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5994.231475,6592.914902,7295.475616,7806.742211,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1353.747925,1286.405751,1230.228191,1560.509822,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,597.4710888,626.0915279,679.9727606,679.2902491,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4158.288378,4513.609531,4740.792149,4903.152903,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,16176.94737,16238.19319,17129.91309,17397.98176,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3697.930831,3481.228739,3438.789089,3317.453593,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,10895.31869,10591.47437,9455.593654,9126.561346,..
